project,change_id,target,1_references_bug_tracker,2_author_success_rate,3_churn_log_size,5_deletion_ratio,6_file_count,8_avg_sentence_length,9_msg_complexity,10_has_security_impact,11_nlp_change_type,12_is_test_change,13_is_revert,14_modifies_dependencies,15_author_submission_count,16_author_trust_score,17_historical_file_prob,18_is_documentation_only,19_author_file_confidence,20_risk_module_coupling,21_file_extension_entropy,22_relation_depth,23_project_acceptance_rate,24_change_entropy,25_directory_depth,26_msg_readability_ease,27_msg_gunning_fog,28_has_gerrit_topic,29_has_subject_tag,31_test_code_ratio,32_config_change,33_desc_density,34_is_weekend,35_bug_heat,36_bug_severity,37_bug_comments,38_is_bot,full_text_dl,40_sem_vec_0,40_sem_vec_1,40_sem_vec_2,40_sem_vec_3,40_sem_vec_4,40_sem_vec_5,40_sem_vec_6,40_sem_vec_7,40_sem_vec_8,40_sem_vec_9,40_sem_vec_10,40_sem_vec_11,40_sem_vec_12,40_sem_vec_13,40_sem_vec_14
openstack/kolla,I733a50b5ca455cfa4b248dc324500d78c17c817b,1,1,0.5,2.3979,0.1,2,13.25,409,0,Bug Fix,0,0,0,2,0.025,0.5,0,0.25,2,2,0,0.6656,0.971,2.0,33.76,16.62,0,0,0.0,1,37.1818,0,8,0,8,0,"Time mismatch in /etc/localtime and /etc/timezone

Python3-pip installs the dependent package tzdata
and blocks the mount of the /etc/localtime file in docker.

After deleting the symbolic link docker correctly mounts
the external localtime file.
Applies only to ubuntu 24.04, in previous versions
of ubuntu there was no such problem

Closes-Bug: #2091161
[SEP]
FILES CHANGED:
releasenotes/notes/bug-2091161-a99c5c243c2514ac.yaml (+6, -0)
docker/base/Dockerfile.j2 (+3, -1)
",-0.638608,-1.612369,0.131816,-0.0877,-0.433609,-0.506729,0.151589,0.65496,-0.162396,0.266071,0.048361,-0.282231,0.117009,0.54316,0.271953
openstack/kolla,I406ff10edec9dc94b1a3de005080e149ee3ab3f2,0,0,0.5714,3.1355,0.4545,1,9.0,691,0,Bug Fix,0,0,0,70,0.015656,0.3333,0,0.1905,3,1,0,0.6667,0.0,3.0,3.83,12.49,1,0,0.0,0,30.0435,0,0,0,0,0,"Fix EAB support in letsencrypt

This patch fixes recently merged [1] patch.

 - Original patch added params function args
   eab, hmac, key_id, but then
   EXTERNAL_ACCOUNT_BINDING_OPTS var is passed
   into obtain_or_renew_certificate which
   can't work

 - This patch correctly set EXTERNAL_ACCOUNT_BINDING,
   HMAC, KEY_ID defaults and then call obtain_or_renew_certificate
   function with them. This will ensure that arguments are always
   set, so we can write if condtional correctly and process.

[1] https://review.opendev.org/c/openstack/kolla/+/916617

Needed-By: https://review.opendev.org/c/openstack/kolla-ansible/+/933924
[SEP]
FILES CHANGED:
docker/letsencrypt/letsencrypt-lego/letsencrypt-certificates.sh (+12, -10)
",-2.852138,1.624928,1.563639,-0.074878,0.111282,0.168784,-0.047645,-0.218907,0.025969,-0.266892,0.291083,-0.531888,0.042325,-0.073203,0.017769
openstack/kolla-ansible,Ie7ae47e5a624da31cf6cc5cd3c9239450487b8ed,1,0,0.5634,2.7081,0.5,1,5.77,684,1,Bug Fix,1,0,0,71,0.015802,0.25,0,0.1408,2,1,0,0.6796,0.0,2.0,15.99,12.97,1,1,1.0,0,45.6,1,0,0,0,0,"[CI] Fix testing inventory template due Ansible 2.16.14 breakage

Ansible 2.16.14 includes a fix for CVE-2024-11079 [1], which results
in the following error:

    jinja2.exceptions.UndefinedError:
        'ansible.vars.hostvars.HostVarsVars
         object' has no attribute 'ansible_host'

This issue occurs because Ansible now includes `localhost` in
`hostvars` without the `ansible_host` variable set, which
unexpectedly breaks our test inventory rendering.

This patch adds a filter to exclude `localhost`
during the rendering process, as it is irrelevant for our purposes.

[1] https://github.com/ansible/ansible/pull/84353
[SEP]
FILES CHANGED:
tests/templates/inventory.j2 (+7, -7)
",-2.202593,1.202398,1.296958,-0.133223,-0.289436,0.189837,0.077989,-0.069959,0.175238,0.206166,0.427222,-0.336042,-0.094371,-0.052256,-0.16771
openstack/kolla-ansible,I194529c178efcff0cb2a0ee1e14273389cd8f87f,1,0,0.8919,1.6094,0.5,2,5.0,192,0,Bug Fix,1,0,0,74,0.063683,0.4074,0,0.3634,2,1,0,0.6801,1.0,2.0,49.48,8.0,1,1,1.0,0,38.4,1,0,0,0,0,"[CI] Fix Ansible 2.16.14 breakage (cephadm jobs)

This is a follow up to Ie7ae47e5a624da31cf6cc5cd3c9239450487b8ed, but
for cephadm jobs.
[SEP]
FILES CHANGED:
tests/templates/ceph-inventory.j2 (+1, -1)
tests/templates/globals-default.j2 (+1, -1)
",0.203129,-0.296657,-2.139648,-1.709137,1.077288,0.278312,0.787007,-0.099784,-0.134131,0.280377,-0.362056,0.328766,-0.107316,-0.303044,-0.33235
openstack/kolla-ansible,I5b369caf7ff121aab31bb2aca269f6ba4c2d899e,1,0,0.5694,1.6094,0.5,1,3.5,95,0,CI,1,0,0,72,0.015975,0.0,0,0.0,1,1,0,0.6806,0.0,1.0,-14.26,18.54,1,1,1.0,0,19.0,1,0,0,0,0,"[CI] Use letsencrypt/pebble from quay.io
[SEP]
FILES CHANGED:
tests/deploy.sh (+2, -2)
",1.843462,2.013973,-0.122365,-0.029431,0.571931,-0.309145,0.181099,-0.190991,-0.867975,-0.176693,0.52878,-0.426954,-0.430529,-0.109632,-0.807287
openstack/kolla,I9c805b866ee359d2da150438ca78be25b1462988,1,0,0.5566,1.3863,0.6667,1,6.0,183,0,CI,0,0,0,221,0.017742,0.0,0,0.0,3,1,0,0.6645,0.0,3.0,49.17,9.07,0,0,0.0,0,45.75,0,0,0,0,0,"CI: Stop using LABEL for ephemeral0

For some reason it doesn't work in raxflex, i.e. the created filesystems
label is not seen.
[SEP]
FILES CHANGED:
roles/configure-ephemeral/tasks/main.yml (+1, -2)
",0.637256,-1.019301,-0.42154,0.066704,-0.045868,0.277142,-0.685592,-0.73633,-0.696581,0.207203,0.075968,-0.159144,-0.182653,-0.121736,-0.32412
openstack/kolla-ansible,Ie8c90ff5c8682aec07e851909bc820cba7602bec,1,0,0.8933,1.6094,0.25,1,7.0,361,0,Bug Fix,0,0,0,75,0.064322,0.0,1,0.0,4,1,0,0.6812,0.0,4.0,22.47,11.37,1,0,0.0,0,72.2,0,0,0,0,0,"docs: fix link to Cinder HA page

Fix URL by switching from KOLLA_OPENSTACK_RELEASE to OPENSTACK_RELEASE
introduced in [1]. This replaces `master` by `latest` in the URL.

The link was also not rendered correctly because of a syntax error.

[1] https://review.opendev.org/c/openstack/kolla-ansible/+/937440
[SEP]
FILES CHANGED:
doc/source/reference/storage/cinder-guide.rst (+3, -1)
",-1.36902,1.035254,-0.621738,0.157264,-0.496746,0.135413,-0.039367,0.304723,0.125296,0.250089,0.307201,-0.388465,-0.05665,-0.012985,-0.515239
openstack/kolla-ansible,I2d8393856249d2f999acb1a22424f6ef200f6e2d,1,0,0.8947,2.5649,0.4167,1,5.0,296,0,Doc,0,0,0,76,0.064957,0.619,0,0.5539,2,1,0,0.6817,0.0,2.0,-9.74,14.0,1,0,0.0,0,22.7692,0,0,0,0,0,"docs: define OPENSTACK_RELEASE

Update GLOBAL_VARIABLE_MAP to include OPENSTACK_RELEASE which is the
release name as returned by openstackdocstheme.ext._get_series_name().

Also mark 2023.1 (Antelope) as unmaintained and remove yoga and zed.
[SEP]
FILES CHANGED:
doc/source/conf.py (+7, -5)
",-0.396314,0.327741,-0.6657,0.408643,0.587003,0.256837,-0.298638,0.167199,0.216401,-0.375179,0.215773,-0.376845,-0.634554,0.013005,-0.43113
openstack/kolla-ansible,I706adef8efbd44e6d9f82f67f5a3cdb529f02fff,0,0,0.5586,3.8501,0.1087,5,7.0,194,0,Feature,0,0,0,222,0.017818,0.5,0,0.2793,4,3,0,0.6822,1.7919,3.6,14.42,12.32,1,0,0.0,1,4.1277,0,0,0,0,0,"placement: Add support for using uWSGI

Needed to set log_file because logs ended up with following name:
<frozen importlib._bootstrap>.log
[SEP]
FILES CHANGED:
ansible/roles/placement/templates/placement-api.json.j2 (+10, -3)
ansible/roles/placement/defaults/main.yml (+6, -0)
releasenotes/notes/uwsgi-aef85ccbc76dab3e.yaml (+2, -0)
ansible/roles/placement/templates/placement.conf.j2 (+1, -1)
ansible/roles/placement/tasks/config.yml (+22, -1)
",0.803287,-1.210187,-0.097499,-0.335598,0.006879,0.053672,-0.842626,-0.194657,-0.285991,-0.263336,-0.380723,-0.569998,-0.405387,0.011227,0.045228
openstack/kolla-ansible,I627c2e1f309297b625aa97e1bd1cbad7aa85f5b0,0,0,0.5561,3.7842,0.093,4,3.33,157,0,CI,0,0,0,223,0.017833,0.3125,0,0.1738,4,3,0,0.6811,1.6188,3.5,-75.73,17.33,1,0,0.0,1,3.5682,0,0,0,0,0,"cinder: Add support for using uWSGI

Depends-On: https://review.opendev.org/c/openstack/kolla/+/938185
[SEP]
FILES CHANGED:
ansible/roles/cinder/defaults/main.yml (+6, -0)
ansible/roles/cinder/templates/cinder-api.json.j2 (+10, -3)
releasenotes/notes/uwsgi-aef85ccbc76dab3e.yaml (+2, -0)
ansible/roles/cinder/tasks/config.yml (+21, -1)
",0.95097,3.728607,-1.175096,-0.198235,-1.63172,0.50023,0.251552,-0.380776,0.145917,-0.662858,-0.734094,-0.105391,0.106833,-0.629941,0.091099
openstack/kolla-ansible,I969db1f2b6c7a7ea821ec51c73e9e9a519febc4c,1,0,0.5536,2.1972,0.0,1,12.0,286,0,Bug Fix,1,0,0,224,0.017851,0.4286,0,0.2372,2,1,0,0.68,0.0,2.0,32.5,9.24,0,0,1.0,0,31.7778,0,0,0,0,0,"CI: Increase mariadb_monitor_read_only_interval and RMQ timeouts

Since we switched to proxysql as default - we've been seeing healthy
mariadb nodes being marked as OFFLINE_HARD by proxysql due to timeouts.

This seems to fix that.
[SEP]
FILES CHANGED:
tests/templates/globals-default.j2 (+8, -0)
",-0.285388,-0.975575,-0.996753,0.424388,0.260569,-0.074881,-0.265285,-0.409215,-0.510757,-0.096661,0.433836,-0.389575,-0.082824,-0.588215,0.198941
openstack/kolla,Ife393e7f1b00fa37921e7822668d6a40dd467d5b,1,0,0.5556,2.3026,1.0,1,7.33,209,0,Bug Fix,1,1,0,225,0.01792,0.5,0,0.2778,2,1,0,0.6656,0.0,2.0,57.11,6.57,0,0,1.0,0,20.9,0,0,0,0,0,"Revert ""CI: Pin requests to <2.32 for publish jobs""

This reverts commit 428f37124986019bedc897469f9b1f3470b62082.

Reason for revert: Should be fixed now
[SEP]
FILES CHANGED:
tests/playbooks/publish.yml (+0, -9)
",0.630201,-0.133544,-1.627782,-1.634978,0.526763,0.843851,0.274825,-0.36321,0.32375,0.15023,-0.196846,0.162461,-0.276467,0.061945,-0.053981
openstack/kolla-ansible,Ie6be273e729f54b8a3fe364abcdd46ff4615cfea,0,0,0.5575,2.1972,0.25,1,7.5,138,0,CI,1,0,0,226,0.017986,0.4091,0,0.2281,1,1,0,0.6805,0.0,1.0,24.38,13.67,0,0,1.0,0,15.3333,0,0,0,0,0,"CI: Switch to stable/2024.2 tinyipa due to failures

Revert once master works again
[SEP]
FILES CHANGED:
tests/run.yml (+6, -2)
",2.005557,-1.033768,-0.310964,-0.852077,-0.58164,0.592672,0.128915,0.004113,-0.761379,0.45254,0.309987,0.068059,-0.211041,0.025666,-0.102668
openstack/python-magnumclient,I0337d55c1b24ffce7c798a81a286989c402efcc1,1,0,0,1.0986,0.5,1,3.29,663,0,Bug Fix,0,0,0,0,0.0,1.0,0,0.0,2,1,0,1.0,0.0,2.0,-12.54,13.46,1,1,0.0,0,221.0,0,0,0,0,0,"[FIX]: check_hostname requires server_hostname in Magnum client

Resolve issue with Magnum client when using HTTPS endpoints in Python 3.12.
The error occurs due to `check_hostname` requiring `server_hostname` to be set
when `CERT_REQUIRED` is used in `SSLContext.wrap_socket`.

References:
- Python 3.12 SSL documentation: https://docs.python.org/3.12/library/ssl.html#ssl.SSLContext.check_hostname
- Related Magnum client commit from version 4.6.0: https://opendev.org/openstack/python-magnumclient/commit/5d8fd3840052e07418e007f336deb99fd58b7e92

Closes-bug: https://bugs.launchpad.net/magnum/+bug/2091103
[SEP]
FILES CHANGED:
magnumclient/common/httpclient.py (+1, -1)
",-3.229938,2.240421,0.918789,-0.570785,0.212862,0.239038,0.042584,0.238836,0.420157,-0.017394,-0.164413,-0.363016,-0.448383,-0.338399,0.091252
openstack/kolla-ansible,I316f6fc364bcff58c1f3ea1d884ec52de6e1675f,0,0,0.5551,5.3471,1.0,5,8.5,303,0,CI,0,0,0,227,0.018055,0.0,0,0.0,3,3,0,0.6794,1.9563,2.6,24.03,10.46,0,0,0.0622,0,1.4429,0,0,0,0,0,"Remove tacker demos from contrib and their usage in nfv CI

These are not usable for long time, based on legacy API [1],
CI fails with non-existent openstack client commands.

[1]: https://review.opendev.org/c/openstack/python-tackerclient/+/900977
[SEP]
FILES CHANGED:
contrib/demos/tacker/cleanup-tacker (+0, -20)
contrib/demos/tacker/README.rst (+0, -20)
tests/test-scenario-nfv.sh (+0, -13)
contrib/demos/tacker/deploy-tacker-demo-sfc (+0, -83)
contrib/demos/tacker/deploy-tacker-demo (+0, -73)
",-0.511752,0.570257,-0.864222,0.2021,-0.793729,-0.283525,0.330186,0.239253,-0.216926,-0.065127,-0.382146,-0.233056,0.208434,-0.26351,-0.193426
openstack/kolla,I97a97da73a7ccb27789e979656867e4adfe8a633,0,0,0.5526,5.0876,0.4161,15,5.0,247,0,CI,0,0,1,228,0.017838,1.0,0,0.5526,3,4,0,0.6667,3.4729,1.67,-47.81,16.0,0,0,0.5031,1,1.5247,0,0,0,0,0,"CI: Use ansible-lint for CI roles and playbooks

Removing dbus-python deps because now a-c-k handles that.

Depends-On: https://review.opendev.org/c/openstack/ansible-collection-kolla/+/942179
[SEP]
FILES CHANGED:
roles/configure-ephemeral/tasks/main.yml (+7, -7)
.yamllint (+0, -10)
test-requirements.txt (+1, -0)
roles/kolla-build-deps/tasks/main.yml (+8, -18)
.ansible-lint (+12, -0)
tests/playbooks/run.yml (+11, -8)
roles/kolla-build-config/tasks/main.yml (+4, -1)
roles/kolla-build/tasks/main.yml (+5, -0)
tests/playbooks/pre.yml (+2, -1)
tests/vars/zuul.yml (+5, -1)
roles/configure-ephemeral/meta/main.yml (+4, -0)
tests/playbooks/post.yml (+11, -5)
test-requirements.yml (+5, -0)
tox.ini (+2, -2)
tests/playbooks/publish.yml (+17, -14)
",-0.481165,1.453514,-1.406265,-0.139158,-0.819875,-0.716543,-0.114262,-0.106846,-0.39096,-0.392402,-0.47077,-0.277621,0.411722,-0.055434,0.124524
openstack/ansible-role-systemd_networkd,Ia6b2f6e1e4cc62d2761e13c06b726bb7998f9ff9,1,0,0.9557,1.0986,0.0,1,7.0,97,0,Feature,0,0,0,203,0.055449,0.9677,0,0.9248,1,1,0,1.0,0.0,1.0,-17.81,19.94,0,0,0.0,0,32.3333,0,0,0,0,0,"Restart systemd-networkd on routes changes
[SEP]
FILES CHANGED:
tasks/main.yml (+2, -0)
",2.44417,0.894696,1.286125,0.502074,0.665635,-0.432675,0.142614,0.248158,-0.225657,-0.37745,-0.283242,-0.08623,0.391716,0.340045,-0.019467
openstack/kolla,I52105f6cbf7529ce107cabf8a38a10525be7435c,1,1,0.5502,2.4849,0.0,2,10.0,123,0,Bug Fix,0,0,0,229,0.017693,0.3077,0,0.1693,3,2,0,0.6645,0.8454,2.5,-31.73,24.0,0,0,0.0,0,10.25,0,6,0,11,0,"magnum: Add helm binary for magnum-cluster-api

Closes-Bug: #2091608
[SEP]
FILES CHANGED:
docker/magnum/magnum-conductor/Dockerfile.j2 (+3, -0)
kolla/common/sources.py (+8, -0)
",1.336742,0.622369,-1.101956,-0.749308,-0.187558,0.171118,-0.731171,0.387884,-0.157336,-0.621384,0.485566,0.497449,0.075446,0.075041,0.272472
openstack/kolla-ansible,Ice0eb62f2bb26ca6e3ac8d02c6ea787b60408a86,1,1,0.8961,3.4657,0.0,3,14.5,219,0,Bug Fix,0,0,0,77,0.065144,1.0,0,0.8961,4,3,0,0.6783,1.5095,2.33,14.17,18.21,1,0,0.0,1,6.8438,0,8,0,15,0,"Generate system scoped public-openrc

It can be useful to run Ironic commands on the public API if access to
the internal API is not possible.

Related-Bug: #2051837
[SEP]
FILES CHANGED:
ansible/roles/common/templates/public-openrc-system.sh.j2 (+15, -0)
ansible/post-deploy.yml (+9, -0)
releasenotes/notes/public-openrc-system-e52c9f5440b6f594.yaml (+7, -0)
",1.297594,-1.382773,-0.260206,0.165973,-0.892642,0.159958,-0.152207,0.221573,0.028963,0.006712,-0.321026,0.384326,0.072099,0.124452,-0.155004
openstack/kolla-ansible,I70f10a185a95aa0aad7285dfb0644fe9db536f67,1,1,0.8333,2.3979,0.4,2,8.67,231,0,Bug Fix,0,0,0,36,0.031607,1.0,0,0.8333,4,2,0,0.6789,0.971,3.0,25.58,12.7,0,0,0.0,1,21.0,0,6,0,5,0,"Remove problematic comments from fluentd.conf

Putting the path into these comments can cause a container restart when
no actual configuration has changed.

Closes-Bug: #2091703
[SEP]
FILES CHANGED:
ansible/roles/common/templates/fluentd.conf.j2 (+0, -4)
releasenotes/notes/fix-undesirable-restarts-of-fluentd-95a3bad7de82fd56.yaml (+6, -0)
",1.121595,-1.600606,-0.237789,-0.487163,-0.659508,0.344362,-0.544433,-0.123005,0.150768,-0.091335,-0.294786,-0.075765,-0.011178,0.382504,-0.149681
openstack/kolla-ansible,I33dd9b626e85ace41807f2f2b83452c6b8491a0f,0,0,0.5522,5.0239,0.2053,5,25.0,218,0,Feature,0,0,0,230,0.017755,0.4483,0,0.2475,5,3,0,0.6794,1.9783,3.0,22.41,18.0,0,0,0.0132,1,1.4342,0,0,0,0,0,"proxysql: Revert to upstream defaults for most settings

Add options to configure those settings that were hardcoded

Stop Kolla-Ansible from owning those defaults
[SEP]
FILES CHANGED:
releasenotes/notes/proxysql-revert-to-upstream-defaults-235abb7fb10bfcfd.yaml (+53, -0)
ansible/group_vars/all.yml (+0, -21)
tests/templates/globals-default.j2 (+2, -0)
ansible/roles/loadbalancer/templates/proxysql/proxysql.yaml.j2 (+38, -10)
ansible/roles/loadbalancer/defaults/main.yml (+27, -0)
",0.934667,-1.631231,-0.301761,0.07157,0.008297,-0.107637,-0.471352,-0.251546,-0.50985,-0.165052,-0.373787,0.12842,-0.028321,-0.441568,-0.186916
openstack/kolla-ansible,I6d1e9e77abc48d82ffd6ade33997c83bb601b0eb,1,0,0.5498,2.1972,0.0,2,26.0,244,0,CI,0,0,0,231,0.017627,0.2857,0,0.1571,5,2,0,0.6783,0.9544,4.5,-24.55,22.71,0,0,0.0,0,27.1111,0,0,0,0,0,"proxysql: Add mariadb_monitor_read_only_interval

It's needed to be configured on environments like our CI, because of low
cpu/network resources proxysql marks healthy nodes as OFFLINE_HARD
[SEP]
FILES CHANGED:
ansible/roles/loadbalancer/templates/proxysql/proxysql.yaml.j2 (+3, -0)
ansible/roles/loadbalancer/defaults/main.yml (+5, -0)
",-0.198745,-0.470929,-1.071557,0.347489,0.722915,-0.143797,-0.48618,-0.231915,-0.368431,-0.503742,0.273559,-0.285596,-0.249231,-0.600693,-0.049327
openstack/kayobe,Id3d68b55e18dfe9c44805b6e2602e00eadecc76a,1,1,0.8378,2.1972,0.125,2,16.0,234,0,Bug Fix,0,0,0,37,0.032202,1.0,0,0.8378,2,2,0,0.916,0.8113,1.5,45.19,15.15,0,0,0.0,1,26.0,0,6,0,13,0,"Fix overcloud deprovision hosts list in prompt

Hosts that weren't part of the overcloud group would be included in the
list when this is run without a limit.

Closes-Bug: #2091621
[SEP]
FILES CHANGED:
ansible/overcloud-deprovision.yml (+1, -1)
releasenotes/notes/fix-overcloud-deprovision-prompt-host-lists-cfb701162c114c60.yaml (+6, -0)
",1.623416,-0.747943,-0.209296,0.05817,-0.69925,0.367865,0.423281,-0.316487,-0.064596,-0.397148,0.106375,-0.105667,0.206076,-0.029303,0.1086
openstack/kolla,Id81ce23fed7c19211aa8b15abce185d990be8389,0,0,0.4,2.0794,0.1429,2,8.0,103,0,Feature,0,0,0,5,0.021186,0.5,0,0.2,2,2,0,0.6656,0.8631,2.0,-65.66,28.2,1,0,0.0,1,12.875,0,0,0,0,0,"Remove deprecated AngularJS plugins from Grafana
[SEP]
FILES CHANGED:
docker/grafana/Dockerfile.j2 (+1, -1)
releasenotes/notes/grafana-remove-angular-plugins-4c9ea2087c5c2bf2.yaml (+5, -0)
",2.54379,1.578797,0.767404,0.418609,0.725004,0.492626,0.341214,0.930914,-0.38586,-0.508658,0.205187,0.164965,0.037849,-0.38902,-0.142463
openstack/kolla,I979df16dea4499b470ce7a4e23df7927a5952aa7,1,0,0.7222,2.5649,0.25,2,7.0,88,0,Feature,0,0,0,18,0.03169,0.3571,0,0.2579,2,2,0,0.6635,1.0,2.0,-29.9,14.23,0,0,0.0,1,6.7692,0,0,0,0,0,"Update Let's Encrypt lego version
[SEP]
FILES CHANGED:
releasenotes/notes/update-letsencrypt-version-36a0cd7d2997c6c7.yaml (+6, -0)
kolla/common/sources.py (+3, -3)
",3.77852,0.497265,1.675437,-0.581676,0.287496,0.553039,0.493636,1.138404,-0.113954,-0.564897,0.544311,-0.164232,-0.434029,-0.035049,-0.426154
openstack/kolla-ansible,If450941a51ebc5404e39003b702309ee3c66e1ea,0,0,0.5517,3.0445,0.5,2,6.5,187,0,CI,1,0,0,232,0.017692,0.5556,0,0.3065,1,1,0,0.6788,0.469,1.0,73.34,7.22,0,0,1.0,1,8.9048,0,0,0,0,0,"CI: Switch previous_release to 2024.2 and slurp to 2024.1

Switch Jammy jobs to Noble as well - since we switched to
Noble in 2024.2
[SEP]
FILES CHANGED:
zuul.d/base.yaml (+1, -1)
zuul.d/jobs.yaml (+9, -9)
",0.643102,-0.169896,-0.757101,0.089584,-0.089823,0.556467,-0.354834,-0.080131,-1.002083,0.729758,0.352583,0.068843,-0.296618,0.458287,0.229732
openstack/kolla-ansible,I1d4e44d5cc7941eb524230661d1a024738ee015c,0,0,0.5494,1.7918,0.0,1,10.0,192,0,CI,1,1,0,233,0.017742,0.6786,0,0.3728,1,1,0,0.6777,0.0,1.0,57.1,8.0,0,0,1.0,1,32.0,0,0,0,0,0,"Revert ""CI: Disable SLURP jobs for D cycle""

This reverts commit f0688f792243256371c6cadf95860902579c6b01.

Reason for revert: E is SLURP
[SEP]
FILES CHANGED:
zuul.d/project.yaml (+5, -0)
",0.510772,-0.444443,-1.766364,-1.754082,0.906414,0.805943,0.321137,-0.003021,0.241014,-0.022179,-0.083355,0.278674,-0.104385,0.087428,-0.13523
openstack/kolla-ansible,I1bd4a7f96f77c34fb46ca21f37023dddf73e8f05,1,1,1.0,4.4188,0.5,9,29.0,280,0,Bug Fix,0,0,0,5,0.02924,0.7778,1,0.7778,4,1,0,0.6767,2.7002,3.22,-3.47,25.39,0,0,0.0,0,3.3735,0,6,0,3,0,"Docs update - kolla-ansible cli parameters

With rewrite of kolla-ansible CLI to Python in
I9749b320d4f5eeec601a055b597dfa7d8fb97ce2 the order of parameters have to be:
`kolla-ansible <action> <arguments>`

Closes-bug: 2087920
[SEP]
FILES CHANGED:
doc/source/admin/tls.rst (+2, -2)
doc/source/admin/password-rotation.rst (+2, -2)
doc/source/admin/mariadb-backup-and-restore.rst (+5, -5)
doc/source/user/quickstart-development.rst (+3, -3)
doc/source/user/quickstart.rst (+3, -3)
doc/source/reference/containers/magnum-guide.rst (+1, -1)
doc/source/reference/networking/octavia.rst (+2, -2)
doc/source/user/adding-and-removing-hosts.rst (+9, -9)
doc/source/user/operating-kolla.rst (+14, -14)
",-1.531318,-0.071236,-1.643681,-0.758426,1.298163,-0.30726,-0.362641,-0.087462,0.133499,0.012944,-0.152075,0.014856,0.249216,0.080836,0.089263
openstack/kolla-ansible,I84483ea638ff1f45e20b73fc061e7505801f24fa,0,0,0.547,2.7726,0.3333,1,7.5,127,0,CI,1,0,0,234,0.017811,0.6552,0,0.3584,1,1,0,0.6772,0.0,1.0,58.22,11.0,0,0,1.0,1,7.9375,0,0,0,0,0,"CI: Mark slurp jobs as non voting for now

These are unstable currently.
[SEP]
FILES CHANGED:
zuul.d/project.yaml (+10, -5)
",1.757732,-0.973129,0.034522,-0.052843,-0.529672,0.556033,-0.615976,-0.686733,-0.595383,0.569404,0.182487,-0.112,0.253291,-0.180613,-0.454466
openstack/openstack-ansible-rabbitmq_server,I9fbe7806b3531921b90ac91c17b6a07deca2a4d2,1,0,0.8649,1.0986,0.0,1,19.0,631,0,Feature,0,0,0,37,0.164444,0.0,0,0.0,1,1,0,0.8571,0.0,1.0,40.61,15.18,0,0,0.0,0,210.3333,0,0,0,0,0,"Service must always be restarted during an upgrade

The service is unconditionally stopped during the upgrade
prep tasks. There are several conditions that will notify
the handler to restart the service, such as updating the
config file or installing a new version of the rabbitmq
package. It is possible that none of these things happen
resulting in the service not being restarted during an upgrade.

This patch ensures that the service is always restarted
during an upgrade by notifying the restart handler when
the service is sucessfully stopped in the upgrade prep tasks.
[SEP]
FILES CHANGED:
tasks/rabbitmq_upgrade_prep.yml (+2, -0)
",-1.108452,-2.038274,0.704384,0.91634,-0.071131,0.120009,0.411258,-0.231797,0.414986,0.503145,0.223408,0.53614,-0.201872,0.170367,0.319657
openstack/kolla,I46da8fad93febbc462cbe42a0d96ef7d423b8965,0,0,0.5447,1.3863,0.0,1,32.0,247,0,Bug Fix,0,0,0,235,0.017867,0.0,0,0.0,3,1,0,0.6645,0.0,3.0,5.16,22.8,1,0,0.0,0,61.75,0,0,0,0,0,"cinder: Fix log dir permission

In order to add support to uwsgi (which is opening the log file
after dropping privileges) we need to set proper permissions
for /var/log/kolla/cinder directory
[SEP]
FILES CHANGED:
docker/cinder/cinder-base/extend_start.sh (+3, -0)
",0.628803,-0.990993,-0.378949,0.22839,0.084108,-0.491076,0.106997,-0.290256,-0.503811,-0.15018,-0.585942,-0.323728,-0.033953,-0.195637,-0.379094
openstack/kolla-ansible,I4313b6918c381ec5e79e78df2f9a0cbaf25df53e,0,0,0.5424,2.1972,0.375,2,4.12,347,0,CI,1,0,0,236,0.017939,0.8333,0,0.452,1,1,0,0.6761,0.8113,1.0,0.12,13.77,0,0,1.0,0,38.5556,0,0,0,0,0,"CI: Add unreadable files to check-logs.sh

fluentd emits a warn message when it can't read a file
""unreadable. It is excluded and would be examined next time.""

Depends-On: https://review.opendev.org/c/openstack/kolla/+/939055
Depends-On: https://review.opendev.org/c/openstack/kolla/+/939088
[SEP]
FILES CHANGED:
tests/check-logs.sh (+3, -3)
tests/get_logs.sh (+2, -0)
",-1.489667,3.072065,-0.990499,0.659645,-0.768216,0.192287,0.530668,-0.562347,0.033666,0.05992,0.211041,-0.400422,0.342811,0.11582,-0.029822
openstack/openstack-ansible-repo_server,Idc35c22b17baa5bba45cdb7f0bcc4aa7e3eacb10,1,0,0.9559,2.8332,0.375,1,21.5,306,0,Bug Fix,0,0,0,204,0.055692,0.9688,0,0.926,1,1,0,1.0,0.0,1.0,35.49,16.97,1,0,0.0,0,18.0,0,0,0,0,0,"Fix tags usage for the role

Tags were not properly applied for include_tasks, which caused their
ignorance.
Instead of applying tags to all includes, some of them were converted
to static imports as there was no reason for including tasks dynamically
[SEP]
FILES CHANGED:
tasks/main.yml (+10, -6)
",0.463597,-1.822862,-0.188866,0.765389,0.057132,0.229713,0.267003,-0.842065,-0.222566,-0.029371,-0.38439,-0.01499,0.087963,-0.328791,-0.119487
